context,question,label
Life form goes hunting.,Life form typically desire food.,1
Life form is full.,Life form typically desire food.,0
The brand gets popular among the crowd.,Band typically desires get signed to label.,1
The brand is infamous.,Band typically desires get signed to label.,0
A person impressed by lot of people.,Band typically desires get signed to label.,1
Around peoples are deaf and dumb.,Band typically desires get signed to label.,0
The band makes good music.,Band typically desires get signed to label.,1
The band is unpopular.,Band typically desires get signed to label.,0
Launchpad is defective.,Launch platfrom can typically be used to launch rockets or space shuttles.,0
There is ice on the platform.,Launch platfrom can typically be used to launch rockets or space shuttles.,0
The rocket or space shuttle is unfueled.,Launch platfrom can typically be used to launch rockets or space shuttles.,0
You have to launch spacshift into universe.,Launch platfrom can typically be used to launch rockets or space shuttles.,1
The rocket has been tested thoroughly.,Launch platfrom can typically be used to launch rockets or space shuttles.,1
You have a rocket or space shuttle.,Launch platfrom can typically be used to launch rockets or space shuttles.,1
The shop was closed.,Suburban shopping mall can typically be used for buying products.,0
The shopping mall is closed.,Suburban shopping mall can typically be used for buying products.,0
The suburban shopping mall is closed for the night.,Suburban shopping mall can typically be used for buying products.,0
We are going to shopping.,Suburban shopping mall can typically be used for buying products.,1
The shopping mall is open.,Suburban shopping mall can typically be used for buying products.,1
The suburban shopping mall is open for business.,Suburban shopping mall can typically be used for buying products.,1
The person is too busy.,Going for run typically cause satisfaction.,0
The person has time and good shoes.,Going for run typically cause satisfaction.,1
Going for run for the sake of someone.,Going for run typically cause satisfaction.,0
Going for run with an aim to maintain good health and lead a peaceful life.,Going for run typically cause satisfaction.,1
The runner is unable to reduce weight even after his hard work running.,Going for run typically cause satisfaction.,0
The runner is able to run and cover the target distance within the planned time.,Going for run typically cause satisfaction.,1
Politician like bribery.,Politician typically desire bribe.,1
The politician is working for his own welfare.,Politician typically desire bribe.,1
The politician is serving his job correctly and honestly .,Politician typically desire bribe.,0
The person is charming and scheming.,Politician typically desire bribe.,1
A person is healthy body.,A person typically desire physically near beloveds.,1
Person has covid.,A person typically desire physically near beloveds.,0
The person is lonely.,A person typically desire physically near beloveds.,1
The person is tired.,A person typically desire physically near beloveds.,0
A person is at home.,A person typically desire physically near beloveds.,1
A person is in foreign country staying away from family.,A person typically desire physically near beloveds.,0
You search others mistakes.,A person typically has desire for sweet things to ear.,0
A person wants to be told nice things.,A person typically has desire for sweet things to ear.,1
